province,season_year,season,component,raw_value,month_count,grid_count,station_count,reference_mean,reference_sd,reference_n,standardized_value
Jilin,2010,Winter,T10,17.225549520311912,3,6,10,9.551527418618987,7.670529064146335,29,1.000455384174596
Jilin,2010,Winter,T90,6.87978363840471,3,6,10,9.91376159424016,5.333592775536447,29,-0.568843195106941
Jilin,2010,Winter,W,4.957371825861576,3,6,10,6.3730096856980705,2.521033451049837,29,-0.5615307719328273
Jilin,2011,Autumn,T10,10.5668116305203,3,6,10,9.589212469633953,4.647280796885773,30,0.21035939156967973
Jilin,2011,Autumn,T90,12.79888882928941,3,6,10,9.563824829850114,4.422061468886955,30,0.7315737291760375
Jilin,2011,Autumn,W,2.7809473769632924,3,6,10,6.347817724080207,3.3587143097765035,30,-1.0619749160369232
Jilin,2011,Spring,T10,8.497833462131823,3,6,10,9.58424491560105,4.3716596561341285,30,-0.24851235890351617
Jilin,2011,Spring,T90,7.126777580918785,3,6,10,9.623019995537119,5.1727807945795385,30,-0.4825726265520666
Jilin,2011,Spring,W,2.6496023818019765,3,6,10,6.669476365736921,3.564180671882334,30,-1.127853594978379
Jilin,2011,Summer,T10,6.217387450224635,3,6,10,9.615492988035236,3.7515103734703086,30,-0.9057966524206107
Jilin,2011,Summer,T90,12.33311480707457,3,6,10,9.583001016094654,6.472096141548924,30,0.4249185628323732
Jilin,2011,Summer,W,1.9937970602145663,3,6,10,6.59529494499161,3.171245783403919,30,-1.4510063864674456
Jilin,2011,Winter,T10,19.582369256044434,3,6,10,9.551527418618987,7.670529064146335,29,1.3077118610125227
Jilin,2011,Winter,T90,7.62774348053361,3,6,10,9.91376159424016,5.333592775536447,29,-0.42860754652882643
Jilin,2011,Winter,W,3.178605315269617,3,6,10,6.3730096856980705,2.521033451049837,29,-1.2671011442145694
Jilin,2012,Autumn,T10,4.261785863175189,3,6,10,9.589212469633953,4.647280796885773,30,-1.1463534998850875
Jilin,2012,Autumn,T90,8.843570398237329,3,6,10,9.563824829850114,4.422061468886955,30,-0.16287752594132873
Jilin,2012,Autumn,W,2.417683769205622,3,6,10,6.347817724080207,3.3587143097765035,30,-1.170130470291802
Jilin,2012,Spring,T10,11.657694398634822,3,6,10,9.58424491560105,4.3716596561341285,30,0.4742934368471242
Jilin,2012,Spring,T90,7.356570001742707,3,6,10,9.623019995537119,5.1727807945795385,30,-0.43814924385919907
Jilin,2012,Spring,W,3.0139006590249657,3,6,10,6.669476365736921,3.564180671882334,30,-1.025642649249134
Jilin,2012,Summer,T10,9.284844501826258,3,6,10,9.615492988035236,3.7515103734703086,30,-0.088137430872439
Jilin,2012,Summer,T90,7.59024006473538,3,6,10,9.583001016094654,6.472096141548924,30,-0.3079003939027332
Jilin,2012,Summer,W,2.1724361540491812,3,6,10,6.59529494499161,3.171245783403919,30,-1.3946754975879123
Jilin,2012,Winter,T10,11.825164568583963,3,6,10,9.551527418618987,7.670529064146335,29,0.2964120376770925
Jilin,2012,Winter,T90,1.3844948528832808,3,6,10,9.91376159424016,5.333592775536447,29,-1.5991597222191407
Jilin,2012,Winter,W,3.577165751299001,3,6,10,6.3730096856980705,2.521033451049837,29,-1.1090070753463397
Jilin,2013,Autumn,T10,7.212952194055095,3,6,10,9.589212469633953,4.647280796885773,30,-0.5113227238541801
Jilin,2013,Autumn,T90,11.158926256344694,3,6,10,9.563824829850114,4.422061468886955,30,0.3607144400224882
Jilin,2013,Autumn,W,5.755750474947482,3,6,9,6.347817724080207,3.3587143097765035,30,-0.17627794284537487
Jilin,2013,Spring,T10,17.70858362832705,3,6,10,9.58424491560105,4.3716596561341285,30,1.8584106155945312
Jilin,2013,Spring,T90,10.190356694652094,3,6,10,9.623019995537119,5.1727807945795385,30,0.1096773131599693
Jilin,2013,Spring,W,4.9093080028820255,3,6,10,6.669476365736921,3.564180671882334,30,-0.4938493653648894
Jilin,2013,Summer,T10,5.5689455277282915,3,6,10,9.615492988035236,3.7515103734703086,30,-1.0786448809852853
Jilin,2013,Summer,T90,9.809260964015868,3,6,10,9.583001016094654,6.472096141548924,30,0.03495929957972856
Jilin,2013,Summer,W,4.214373244613974,3,6,10,6.59529494499161,3.171245783403919,30,-0.7507843487999936
Jilin,2013,Winter,T10,30.47928990469261,3,6,10,9.551527418618987,7.670529064146335,29,2.7283336404909
Jilin,2013,Winter,T90,4.946150626820493,3,6,10,9.91376159424016,5.333592775536447,29,-0.9313817489412717
Jilin,2013,Winter,W,3.5441988085312635,3,6,10,6.3730096856980705,2.521033451049837,29,-1.1220838327189993
Jilin,2014,Autumn,T10,7.898567547293292,3,6,10,9.589212469633953,4.647280796885773,30,-0.3637922897780552
Jilin,2014,Autumn,T90,14.736142038290124,3,6,10,9.563824829850114,4.422061468886955,30,1.1696619879284256
