area,season_year,season,component,raw_value,month_count,grid_count,station_count,reference_mean,reference_sd,reference_n,standardized_value
China,1984,Autumn,D,61.85955247623895,3,168,458,54.183622499059034,8.544305730859591,23,0.8983678977516749
China,1984,Autumn,P,25.218103865186478,3,170,639,35.09081557425016,17.811151435192333,27,-0.5542994648597838
China,1984,Autumn,T10,10.217244872228044,3,166,449,9.46769031698568,3.5828606387523703,30,0.20920561272608557
China,1984,Autumn,T90,6.336453184517363,3,166,449,9.551843929183214,3.3936550145438056,30,-0.9474713047985174
China,1984,Autumn,W,7.752308582868021,3,169,540,6.0723024477383145,1.7036813394852086,30,0.9861035019831489
China,1984,Spring,D,61.581794311620705,3,168,458,53.11320219473977,9.847511234763543,23,0.8599728312048258
China,1984,Spring,P,24.042056255437302,3,170,602,37.89382531287357,19.927933666985215,29,-0.6950930933890358
China,1984,Spring,T10,10.427144384021817,3,165,451,9.516874403257894,2.6193918585703555,30,0.34751195312210426
China,1984,Spring,T90,4.940003184553784,3,165,451,9.637034156630955,3.0795069758316305,30,-1.5252542075533775
China,1984,Spring,W,8.301015731799476,3,168,500,6.75286252703229,1.83592933531138,30,0.8432531552226727
China,1984,Summer,D,61.720673393929836,3,168,458,53.648412346899406,8.61892949885893,23,0.9365735092854774
China,1984,Summer,P,54.38656353724176,3,169,625,68.5605871564573,19.715863393875775,29,-0.7189146798216473
China,1984,Summer,T10,12.356121372924875,3,165,443,9.50006846486689,2.3513554227921034,30,1.2146410875930365
China,1984,Summer,T90,5.814392103071093,3,165,443,9.56443013998634,3.111738492566681,30,-1.2051263452482708
China,1984,Summer,W,10.160307891133728,3,168,513,6.465953511427338,1.8240239078538407,30,2.0253870378558765
China,1984,Winter,D,61.46338325534253,3,168,462,52.90372256839304,10.678857936018858,23,0.8015520702900724
China,1984,Winter,P,6.665135465052612,3,170,627,12.200949602540161,5.350857255891198,26,-1.0345658410888678
China,1984,Winter,T10,18.20758853825095,3,164,456,9.63628695181168,3.701187012932158,29,2.315825046529844
China,1984,Winter,T90,4.012011519448467,3,164,456,9.858294827832138,3.437633679617671,29,-1.7006708257041183
China,1984,Winter,W,8.033767736538943,3,167,536,6.26886931963724,1.36075070947625,29,1.297003488303165
China,1985,Autumn,D,54.888159565379034,3,168,501,54.183622499059034,8.544305730859591,23,0.08245691206664267
China,1985,Autumn,P,29.3933595204405,3,169,633,35.09081557425016,17.811151435192333,27,-0.31988139983764796
China,1985,Autumn,T10,12.837342711946945,3,166,449,9.46769031698568,3.5828606387523703,30,0.9404921750276761
China,1985,Autumn,T90,5.917697122521871,3,166,449,9.551843929183214,3.3936550145438056,30,-1.0708651265632152
China,1985,Autumn,W,7.532006057401041,3,168,549,6.0723024477383145,1.7036813394852086,30,0.8567938004790243
China,1985,Spring,D,58.06876095996557,3,168,501,53.11320219473977,9.847511234763543,23,0.5032295619762037
China,1985,Spring,P,23.436504882018255,3,170,629,37.89382531287357,19.927933666985215,29,-0.7254801562696329
China,1985,Spring,T10,13.107019968420142,3,165,452,9.516874403257894,2.6193918585703555,30,1.3706027043703655
China,1985,Spring,T90,6.94892645543116,3,165,452,9.637034156630955,3.0795069758316305,30,-0.8729019684957406
China,1985,Spring,W,8.749248644473457,3,168,543,6.75286252703229,1.83592933531138,30,1.0873981253219493
China,1985,Summer,D,56.47846026267229,3,168,501,53.648412346899406,8.61892949885893,23,0.3283526006504126
China,1985,Summer,P,53.080113714710556,3,169,619,68.5605871564573,19.715863393875775,29,-0.7851785708028062
China,1985,Summer,T10,9.533268096394522,3,165,444,9.50006846486689,2.3513554227921034,30,0.01411935907511975
China,1985,Summer,T90,4.84729139311112,3,165,444,9.56443013998634,3.111738492566681,30,-1.515917471260364
China,1985,Summer,W,7.196962595401558,3,168,561,6.465953511427338,1.8240239078538407,30,0.4007672711013591
China,1985,Winter,D,59.01468402463234,3,168,513,52.90372256839304,10.678857936018858,23,0.572248595575708
China,1985,Winter,P,9.882320465533803,3,169,629,12.200949602540161,5.350857255891198,26,-0.4333191909489995
China,1985,Winter,T10,18.312642964424168,3,165,458,9.63628695181168,3.701187012932158,29,2.3442090286972275
China,1985,Winter,T90,6.780203450479159,3,165,458,9.858294827832138,3.437633679617671,29,-0.8954099430673835
China,1985,Winter,W,8.267296827066836,3,168,527,6.26886931963724,1.36075070947625,29,1.4686213231509442
China,1986,Autumn,D,57.18681534450493,3,168,545,54.183622499059034,8.544305730859591,23,0.35148471274842386
China,1986,Autumn,P,25.629780330745575,3,169,630,35.09081557425016,17.811151435192333,27,-0.5311860537444484
China,1986,Autumn,T10,14.599702657322743,3,165,451,9.46769031698568,3.5828606387523703,30,1.4323784421947656
China,1986,Autumn,T90,3.6039344937719178,3,165,451,9.551843929183214,3.3936550145438056,30,-1.7526558857400087
China,1986,Autumn,W,7.593120761124966,3,168,539,6.0723024477383145,1.7036813394852086,30,0.8926659452912643
China,1986,Spring,D,55.45599228677941,3,168,545,53.11320219473977,9.847511234763543,23,0.23790682094062088
China,1986,Spring,P,23.70578669755348,3,169,612,37.89382531287357,19.927933666985215,29,-0.7119673746619066
China,1986,Spring,T10,11.294393169048204,3,165,453,9.516874403257894,2.6193918585703555,30,0.6785997902430935
China,1986,Spring,T90,6.686170216925465,3,165,453,9.637034156630955,3.0795069758316305,30,-0.9582260936131182
China,1986,Spring,W,8.074718912711889,3,168,558,6.75286252703229,1.83592933531138,30,0.7199930630529456
China,1986,Summer,D,56.321403815642164,3,168,545,53.648412346899406,8.61892949885893,23,0.31013033220617925
China,1986,Summer,P,50.665096186376594,3,169,646,68.5605871564573,19.715863393875775,29,-0.9076696572993846
China,1986,Summer,T10,11.21263353041777,3,165,446,9.50006846486689,2.3513554227921034,30,0.7283310081286242
China,1986,Summer,T90,6.079988140963137,3,165,446,9.56443013998634,3.111738492566681,30,-1.1197734023430426
China,1986,Summer,W,7.619052760027986,3,168,569,6.465953511427338,1.8240239078538407,30,0.6321733194590597
China,1986,Winter,D,54.261183002812345,3,168,557,52.90372256839304,10.678857936018858,23,0.12711663012584015
China,1986,Winter,P,6.881455599138406,3,169,641,12.200949602540161,5.350857255891198,26,-0.994138649007145
China,1986,Winter,T10,13.343872607267372,3,165,458,9.63628695181168,3.701187012932158,29,1.0017288082177895
China,1986,Winter,T90,4.357522264040803,3,165,458,9.858294827832138,3.437633679617671,29,-1.6001625177244376
China,1986,Winter,W,7.441181465285273,3,169,546,6.26886931963724,1.36075070947625,29,0.8615186731001252
China,1987,Autumn,D,51.60070454765699,3,168,543,54.183622499059034,8.544305730859591,23,-0.302296995538594
China,1987,Autumn,P,29.10543450220686,3,169,634,35.09081557425016,17.811151435192333,27,-0.33604683525496415
China,1987,Autumn,T10,14.31269443344906,3,165,453,9.46769031698568,3.5828606387523703,30,1.35227255675524
China,1987,Autumn,T90,11.81929414695198,3,165,453,9.551843929183214,3.3936550145438056,30,0.6681439946168395
China,1987,Autumn,W,9.332499366129056,3,168,546,6.0723024477383145,1.7036813394852086,30,1.913618963142401
China,1987,Spring,D,55.308283197100955,3,168,543,53.11320219473977,9.847511234763543,23,0.22290718436676077
China,1987,Spring,P,24.588875485170348,3,170,635,37.89382531287357,19.927933666985215,29,-0.6676532574847761
China,1987,Spring,T10,12.84127585990599,3,166,457,9.516874403257894,2.6193918585703555,30,1.269150106644421
China,1987,Spring,T90,8.217953354387415,3,166,457,9.637034156630955,3.0795069758316305,30,-0.4608142840333437
China,1987,Spring,W,9.34607381954373,3,169,534,6.75286252703229,1.83592933531138,30,1.4124788152979872
China,1987,Summer,D,53.454493872378976,3,168,543,53.648412346899406,8.61892949885893,23,-0.02249913687611706
China,1987,Summer,P,49.8952023746892,3,170,640,68.5605871564573,19.715863393875775,29,-0.9467191169302799
China,1987,Summer,T10,12.767866469181456,3,165,448,9.50006846486689,2.3513554227921034,30,1.3897507678504162
China,1987,Summer,T90,7.2184304223745075,3,165,448,9.56443013998634,3.111738492566681,30,-0.7539193036998307
China,1987,Summer,W,7.950955062531996,3,168,552,6.465953511427338,1.8240239078538407,30,0.8141349160559642
China,1987,Winter,D,57.15324072393457,3,168,544,52.90372256839304,10.678857936018858,23,0.39793751176408815
China,1987,Winter,P,8.234924062659053,3,169,624,12.200949602540161,5.350857255891198,26,-0.7411944199248794
China,1987,Winter,T10,7.31410749804823,3,165,462,9.63628695181168,3.701187012932158,29,-0.6274147849459168
China,1987,Winter,T90,10.87675852830939,3,165,462,9.858294827832138,3.437633679617671,29,0.2962688277450563
China,1987,Winter,W,8.053408275848229,3,168,516,6.26886931963724,1.36075070947625,29,1.3114370940859947
China,1988,Autumn,D,56.80067176313151,3,168,564,54.183622499059034,8.544305730859591,23,0.30629162233982843
China,1988,Autumn,P,26.153739975318995,3,170,630,35.09081557425016,17.811151435192333,27,-0.5017685482855846
China,1988,Autumn,T10,6.3287607802152905,3,165,454,9.46769031698568,3.5828606387523703,30,-0.8760959058299941
China,1988,Autumn,T90,6.904090780487901,3,165,454,9.551843929183214,3.3936550145438056,30,-0.780206926557984
China,1988,Autumn,W,6.54898884788917,3,168,548,6.0723024477383145,1.7036813394852086,30,0.2797978642501849
China,1988,Spring,D,52.59805580987751,3,168,564,53.11320219473977,9.847511234763543,23,-0.05231234294444877
China,1988,Spring,P,23.458249267066133,3,170,629,37.89382531287357,19.927933666985215,29,-0.7243890052546181
China,1988,Spring,T10,15.330321747821444,3,166,456,9.516874403257894,2.6193918585703555,30,2.219388185674703
China,1988,Spring,T90,6.515604934417954,3,166,456,9.637034156630955,3.0795069758316305,30,-1.0136132980734844
China,1988,Spring,W,8.22125730662345,3,169,559,6.75286252703229,1.83592933531138,30,0.7998100751204102
China,1988,Summer,D,54.699363786504506,3,168,564,53.648412346899406,8.61892949885893,23,0.12193526350856412
China,1988,Summer,P,50.81799393150168,3,170,627,68.5605871564573,19.715863393875775,29,-0.899914595191753
China,1988,Summer,T10,9.239453484310507,3,165,448,9.50006846486689,2.3513554227921034,30,-0.11083606418246943
China,1988,Summer,T90,9.34461811283162,3,165,448,9.56443013998634,3.111738492566681,30,-0.07063962080354991
China,1988,Summer,W,6.693614595145071,3,168,544,6.465953511427338,1.8240239078538407,30,0.1248125546696376
China,1988,Winter,D,50.29430960405722,3,168,570,52.90372256839304,10.678857936018858,23,-0.24435318645213003
China,1988,Winter,P,8.861291884310537,3,169,639,12.200949602540161,5.350857255891198,26,-0.6241350793936281
China,1988,Winter,T10,12.048439492697014,3,165,463,9.63628695181168,3.701187012932158,29,0.6517240367636479
China,1988,Winter,T90,10.667914391020416,3,165,463,9.858294827832138,3.437633679617671,29,0.23551653219732321
China,1988,Winter,W,8.893581458863087,3,167,560,6.26886931963724,1.36075070947625,29,1.928870674802803
China,1989,Autumn,D,55.88582697385815,3,167,503,54.183622499059034,8.544305730859591,23,0.1992209230822864
China,1989,Autumn,P,26.71016838738245,3,169,566,35.09081557425016,17.811151435192333,27,-0.4705280968140402
China,1989,Autumn,T10,9.759287606149625,3,163,432,9.46769031698568,3.5828606387523703,30,0.08138672378434626
China,1989,Autumn,T90,7.063287670638071,3,163,432,9.551843929183214,3.3936550145438056,30,-0.7332967693770336
China,1989,Autumn,W,6.700812066313126,3,168,472,6.0723024477383145,1.7036813394852086,30,0.3689126622498103
China,1989,Spring,D,58.58965920248426,3,167,503,53.11320219473977,9.847511234763543,23,0.5561259974410167
China,1989,Spring,P,25.118515615712226,3,169,575,37.89382531287357,19.927933666985215,29,-0.641075482819692
China,1989,Spring,T10,9.030377769416777,3,164,438,9.516874403257894,2.6193918585703555,30,-0.1857288485681724
China,1989,Spring,T90,6.007195226159396,3,164,438,9.637034156630955,3.0795069758316305,30,-1.178707812308595
China,1989,Spring,W,7.660853804113654,3,167,464,6.75286252703229,1.83592933531138,30,0.49456766097556015
China,1989,Summer,D,57.237743088171214,3,167,503,53.648412346899406,8.61892949885893,23,0.4164473954389584
China,1989,Summer,P,53.399390260629296,3,169,573,68.5605871564573,19.715863393875775,29,-0.768984679643167
China,1989,Summer,T10,13.375935938665506,3,162,425,9.50006846486689,2.3513554227921034,30,1.648354577206469
China,1989,Summer,T90,6.238468877917925,3,162,425,9.56443013998634,3.111738492566681,30,-1.06884343591644
China,1989,Summer,W,7.362441443304654,3,166,469,6.465953511427338,1.8240239078538407,30,0.4914891345542341
China,1989,Winter,D,58.76303023428892,3,167,536,52.90372256839304,10.678857936018858,23,0.5486829866078602
China,1989,Winter,P,10.753549366268148,3,169,599,12.200949602540161,5.350857255891198,26,-0.27049875693814324
China,1989,Winter,T10,8.175148755294412,3,165,458,9.63628695181168,3.701187012932158,29,-0.3947755656258298
China,1989,Winter,T90,9.235640725379596,3,165,458,9.858294827832138,3.437633679617671,29,-0.18112869505100734
China,1989,Winter,W,6.72326650962129,3,168,525,6.26886931963724,1.36075070947625,29,0.3339312534027239
China,1990,Autumn,D,52.6047127212283,3,167,476,54.183622499059034,8.544305730859591,23,-0.1847908803319338
China,1990,Autumn,P,35.15803118772991,3,169,591,35.09081557425016,17.811151435192333,27,0.0037737938349647984
China,1990,Autumn,T10,6.816596071737479,3,165,447,9.46769031698568,3.5828606387523703,30,-0.7399378632185285
China,1990,Autumn,T90,11.300490436660334,3,165,447,9.551843929183214,3.3936550145438056,30,0.51526937770137
China,1990,Autumn,W,6.583438742735663,3,169,480,6.0723024477383145,1.7036813394852086,30,0.3000187201391757
China,1990,Spring,D,54.306354717974216,3,167,476,53.11320219473977,9.847511234763543,23,0.12116284965711902
China,1990,Spring,P,32.66825243006043,3,169,588,37.89382531287357,19.927933666985215,29,-0.2622235185111235
China,1990,Spring,T10,10.925027615662254,3,165,450,9.516874403257894,2.6193918585703555,30,0.5375878403977781
China,1990,Spring,T90,7.229025553055841,3,165,450,9.637034156630955,3.0795069758316305,30,-0.7819461434812381
China,1990,Spring,W,6.575045327962129,3,168,501,6.75286252703229,1.83592933531138,30,-0.09685405404778444
China,1990,Summer,D,53.455533719601256,3,167,476,53.648412346899406,8.61892949885893,23,-0.022378489964871528
China,1990,Summer,P,59.6683086381502,3,169,591,68.5605871564573,19.715863393875775,29,-0.45102151200080126
China,1990,Summer,T10,8.78720809420651,3,164,448,9.50006846486689,2.3513554227921034,30,-0.30316997751615865
China,1990,Summer,T90,7.313900049380933,3,164,448,9.56443013998634,3.111738492566681,30,-0.7232388248503118
China,1990,Summer,W,7.680674341853101,3,168,510,6.465953511427338,1.8240239078538407,30,0.6659566386139163
China,1990,Winter,D,54.98472892121672,3,167,486,52.90372256839304,10.678857936018858,23,0.19487162066316333
China,1990,Winter,P,14.31587994178075,3,169,579,12.200949602540161,5.350857255891198,26,0.39525074919763337
China,1990,Winter,T10,8.370578133747756,3,164,446,9.63628695181168,3.701187012932158,29,-0.341973754268959
China,1990,Winter,T90,11.09329546525988,3,164,446,9.858294827832138,3.437633679617671,29,0.359258941623209
China,1990,Winter,W,6.181284961608061,3,168,483,6.26886931963724,1.36075070947625,29,-0.06436473442140583
China,1991,Autumn,D,54.059084392959015,3,166,444,54.183622499059034,8.544305730859591,23,-0.014575567638014491
China,1991,Autumn,P,26.632097020205595,3,166,465,35.09081557425016,17.811151435192333,27,-0.4749113826145638
China,1991,Autumn,T10,7.33655390834565,3,162,447,9.46769031698568,3.5828606387523703,30,-0.5948142067234125
China,1991,Autumn,T90,5.074652017414608,3,162,447,9.551843929183214,3.3936550145438056,30,-1.3192831600681885
China,1991,Autumn,W,5.235255283825144,3,163,452,6.0723024477383145,1.7036813394852086,30,-0.49131674129041986
China,1991,Spring,D,52.7494262870137,3,166,444,53.11320219473977,9.847511234763543,23,-0.03694089796433803
China,1991,Spring,P,27.385882743680796,3,168,533,37.89382531287357,19.927933666985215,29,-0.5272971470494893
China,1991,Spring,T10,11.94998887706617,3,165,450,9.516874403257894,2.6193918585703555,30,0.9288852547385757
China,1991,Spring,T90,9.026913414604316,3,165,450,9.637034156630955,3.0795069758316305,30,-0.1981228640866691
China,1991,Spring,W,7.365809130717594,3,168,459,6.75286252703229,1.83592933531138,30,0.3338617624851807
China,1991,Summer,D,53.404255339986356,3,166,444,53.648412346899406,8.61892949885893,23,-0.028327996759385653
China,1991,Summer,P,67.03602215370924,3,165,453,68.5605871564573,19.715863393875775,29,-0.07732681913497276
China,1991,Summer,T10,9.618237499294223,3,161,435,9.50006846486689,2.3513554227921034,30,0.050255709231321964
China,1991,Summer,T90,8.903075243805562,3,161,435,9.56443013998634,3.111738492566681,30,-0.2125354999337582
China,1991,Summer,W,6.100319407681327,3,162,439,6.465953511427338,1.8240239078538407,30,-0.20045466628571693
China,1991,Winter,D,51.70529916839009,3,167,465,52.90372256839304,10.678857936018858,23,-0.11222392948601496
China,1991,Winter,P,11.8334552151502,3,168,521,12.200949602540161,5.350857255891198,26,-0.06867953485123454
China,1991,Winter,T10,6.123174994755519,3,165,452,9.63628695181168,3.701187012932158,29,-0.9491852059301915
China,1991,Winter,T90,8.868764912593637,3,165,452,9.858294827832138,3.437633679617671,29,-0.28785205390137886
China,1991,Winter,W,6.43083454210857,3,168,463,6.26886931963724,1.36075070947625,29,0.11902637370931128
China,1992,Autumn,D,56.03548825717684,3,160,428,54.183622499059034,8.544305730859591,23,0.21673683227759433
China,1992,Autumn,P,26.9078443104692,3,167,525,35.09081557425016,17.811151435192333,27,-0.45942966088158427
China,1992,Autumn,T10,13.895416901103872,3,166,453,9.46769031698568,3.5828606387523703,30,1.2358076494038637
China,1992,Autumn,T90,6.13899631393954,3,166,453,9.551843929183214,3.3936550145438056,30,-1.0056554365772645
China,1992,Autumn,W,6.909759343059907,3,167,490,6.0723024477383145,1.7036813394852086,30,0.4915572389697253
China,1992,Spring,D,55.300872423595614,3,160,428,53.11320219473977,9.847511234763543,23,0.2221546314294074
China,1992,Spring,P,28.511430380087177,3,163,466,37.89382531287357,19.927933666985215,29,-0.4708162466603493
China,1992,Spring,T10,9.043797549592403,3,161,443,9.516874403257894,2.6193918585703555,30,-0.18060560588429592
China,1992,Spring,T90,5.47773317249311,3,161,443,9.637034156630955,3.0795069758316305,30,-1.3506385979251152
China,1992,Spring,W,5.791519646769795,3,162,457,6.75286252703229,1.83592933531138,30,-0.523627386834825
China,1992,Summer,D,55.66818034038622,3,160,428,53.648412346899406,8.61892949885893,23,0.23434093453882127
China,1992,Summer,P,54.061712651867516,3,166,520,68.5605871564573,19.715863393875775,29,-0.7353913047040835
China,1992,Summer,T10,14.629846858029396,3,165,452,9.50006846486689,2.3513554227921034,30,2.181626113788948
China,1992,Summer,T90,5.830665101309961,3,165,452,9.56443013998634,3.111738492566681,30,-1.1998967932541873
China,1992,Summer,W,6.319831517809173,3,166,514,6.465953511427338,1.8240239078538407,30,-0.08010969208736564
China,1992,Winter,D,54.8224015603278,3,162,435,52.90372256839304,10.678857936018858,23,0.17967080407196143
China,1992,Winter,P,14.948000665364328,3,162,444,12.200949602540161,5.350857255891198,26,0.5133852262270148
China,1992,Winter,T10,9.61328360886415,3,160,444,9.63628695181168,3.701187012932158,29,-0.00621512581427416
China,1992,Winter,T90,9.102056876338287,3,160,444,9.858294827832138,3.437633679617671,29,-0.21998793995349705
China,1992,Winter,W,4.804473158915522,3,161,448,6.26886931963724,1.36075070947625,29,-1.076167846559757
China,1993,Autumn,D,53.790480379810724,3,160,429,54.183622499059034,8.544305730859591,23,-0.046012178359722426
China,1993,Autumn,P,30.550447090881164,3,166,554,35.09081557425016,17.811151435192333,27,-0.25491717926769536
China,1993,Autumn,T10,12.659546229502817,3,165,457,9.46769031698568,3.5828606387523703,30,0.89086800585931
China,1993,Autumn,T90,6.2308497168716235,3,165,457,9.551843929183214,3.3936550145438056,30,-0.9785892196110622
China,1993,Autumn,W,6.109315385673028,3,166,513,6.0723024477383145,1.7036813394852086,30,0.021725270493305807
China,1993,Spring,D,55.27371468697175,3,160,429,53.11320219473977,9.847511234763543,23,0.21939680399703126
China,1993,Spring,P,27.759467574682372,3,167,495,37.89382531287357,19.927933666985215,29,-0.5085503548710057
China,1993,Spring,T10,10.92613926931675,3,166,455,9.516874403257894,2.6193918585703555,30,0.5380122341939405
China,1993,Spring,T90,7.7598213233216,3,166,455,9.637034156630955,3.0795069758316305,30,-0.6095822636681665
China,1993,Spring,W,7.037254423016712,3,167,473,6.75286252703229,1.83592933531138,30,0.1549035088195201
China,1993,Summer,D,54.53209753339124,3,160,429,53.648412346899406,8.61892949885893,23,0.102528415693483
China,1993,Summer,P,59.97089866444332,3,167,501,68.5605871564573,19.715863393875775,29,-0.4356739707722944
China,1993,Summer,T10,12.270059769430809,3,164,452,9.50006846486689,2.3513554227921034,30,1.178040239137777
China,1993,Summer,T90,5.0736203895493395,3,164,452,9.56443013998634,3.111738492566681,30,-1.4431835326665927
China,1993,Summer,W,5.530647342445715,3,166,480,6.465953511427338,1.8240239078538407,30,-0.5127707838446646
China,1993,Winter,D,56.025990278092145,3,160,430,52.90372256839304,10.678857936018858,23,0.2923784292670441
China,1993,Winter,P,12.385528989024342,3,166,494,12.200949602540161,5.350857255891198,26,0.03449529255914317
China,1993,Winter,T10,8.9286296581151,3,164,453,9.63628695181168,3.701187012932158,29,-0.19119738916839008
China,1993,Winter,T90,10.28117078338556,3,164,453,9.858294827832138,3.437633679617671,29,0.12301367596574578
China,1993,Winter,W,5.9860766884180405,3,165,459,6.26886931963724,1.36075070947625,29,-0.20782104264200277
China,1994,Autumn,D,57.24137144076465,3,166,453,54.183622499059034,8.544305730859591,23,0.35786979516216316
China,1994,Autumn,P,27.378622224776706,3,166,499,35.09081557425016,17.811151435192333,27,-0.43299802247681984
China,1994,Autumn,T10,9.20018709130409,3,165,457,9.46769031698568,3.5828606387523703,30,-0.07466191198961643
China,1994,Autumn,T90,9.891462769249708,3,165,457,9.551843929183214,3.3936550145438056,30,0.10007465066750394
China,1994,Autumn,W,5.5748887654080255,3,166,478,6.0723024477383145,1.7036813394852086,30,-0.2919640374065432
China,1994,Spring,D,55.84180149066341,3,166,453,53.11320219473977,9.847511234763543,23,0.2770851670918815
China,1994,Spring,P,26.82858434100274,3,166,540,37.89382531287357,19.927933666985215,29,-0.5552628364175415
