province,wmo_id,usaf_prefix,lat_table,lon_table,elev_table_m
Henan,57390,573900,31.8,114.06666666666666,734.7
Henan,57396,573960,31.633333333333333,114.85,129.7
Henan,58001,580010,34.43333333333333,115.1,56.9
Henan,58004,580040,34.65,115.15,61.6
Henan,58005,580050,34.45,115.66666666666667,51.1
Henan,58006,580060,34.38333333333333,115.88333333333334,50.6
Henan,58007,580070,34.06666666666667,115.3,53.2
Henan,58008,580080,34.46666666666667,115.33333333333333,59.2
Henan,58017,580170,34.25,116.13333333333334,42.0
Henan,58100,581000,33.65,115.16666666666667,42.4
Henan,58101,581010,33.86666666666667,115.48333333333333,42.8
Henan,58104,581040,33.4,115.06666666666666,42.5
Henan,58111,581110,33.96666666666667,116.45,33.5
Henan,58205,582050,32.46666666666667,115.43333333333334,36.0
Henan,58207,582070,32.166666666666664,115.05,44.0
Henan,58208,582080,32.166666666666664,115.61666666666666,43.9
Henan,58301,583010,31.816666666666666,115.38333333333334,92.9
Zhejiang,58443,584430,31.016666666666666,119.9,19.8
Zhejiang,58446,584460,30.633333333333333,119.7,66.8
Zhejiang,58448,584480,30.216666666666665,119.7,118.6
Zhejiang,58449,584490,30.05,119.95,47.9
Zhejiang,58450,584500,30.866666666666667,120.05,7.8
Zhejiang,58451,584510,30.833333333333332,120.93333333333334,3.4
Zhejiang,58452,584520,30.733333333333334,120.76666666666667,4.3
Zhejiang,58453,584530,30.066666666666666,120.5,10.7
Zhejiang,58454,584540,30.533333333333335,119.98333333333333,103.0
Zhejiang,58455,584550,30.516666666666666,120.65,8.1
Zhejiang,58456,584560,30.633333333333333,120.51666666666667,6.7
Zhejiang,58457,584570,30.233333333333334,120.16666666666667,42.6
Zhejiang,58458,584580,30.533333333333335,120.9,3.9
Zhejiang,58459,584590,30.183333333333334,120.28333333333333,42.4
Zhejiang,58464,584640,30.65,121.11666666666666,5.5
Zhejiang,58467,584670,30.2,121.26666666666667,5.7
Zhejiang,58468,584680,30.05,121.16666666666667,6.6
Zhejiang,58472,584720,30.733333333333334,122.45,73.9
Zhejiang,58477,584770,30.033333333333335,122.1,36.7
Zhejiang,58484,584840,30.25,122.2,9.4
Zhejiang,58537,585370,29.133333333333333,118.4,154.1
Zhejiang,58542,585420,29.816666666666666,119.68333333333334,47.3
Zhejiang,58543,585430,29.616666666666667,119.01666666666667,172.6
Zhejiang,58544,585440,29.483333333333334,119.26666666666667,90.1
